,Geldgeber,Kategorie,Betrag,Empfänger,Jahr,Ort,Bundesland,Branche,Schlagworte
"Parteispende:Deutsche Bank AG-CSU-2007","Deutsche Bank AG",Kategorie:Parteispende,"25000,00 €",CSU,2007,"Frankfurt am Main",,,
"Parteispende:Commerzbank AG-CDU-2007","Commerzbank AG",Kategorie:Parteispende,"50000,00 €",CDU,2007,"Frankfurt am Main",,,
"Parteispende:Deutsche Bank AG-SPD-2008","Deutsche Bank AG",Kategorie:Parteispende,"100000,00 €",SPD,2008,"Frankfurt am Main",,,
"Parteispende:Deutsche Bank AG-FDP-2001","Deutsche Bank AG",Kategorie:Parteispende,"66467,70 €",FDP,2001,"Frankfurt am Main",,,
"Parteispende:DaimlerChrysler AG-FDP-2003","DaimlerChrysler AG",Kategorie:Parteispende,"45000,00 €",FDP,2003,Stuttgart,,,
"Parteispende:BTA Betriebs- und Anlagengesellschaft mbH-CSU-2005","BTA Betriebs- und Anlagengesellschaft mbH",Kategorie:Parteispende,"13000,00 €",CSU,2005,Berlin,,,
"Parteispende:Daimler AG-GRÜNE-2009",Daimler,Kategorie:Parteispende,"40000,00 €","Bündnis 90/Die Grünen",2009,Stuttgart,,,
"Parteispende:Deutsche Telekom AG-FDP-2001","Deutsche Telekom AG",Kategorie:Parteispende,"10817,58 €",FDP,2001,Düsseldorf,,,
"Parteispende:Adler-Schiffe GmbH & Co. KG-CDU-2009","Adler-Schiffe GmbH & Co. KG",Kategorie:Parteispende,"13714,10 €",CDU,2009,Westerland,,,
"Parteispende:Daimler AG-CSU-2009",Daimler,Kategorie:Parteispende,"40000,00 €",CSU,2009,Stuttgart,,,
"Parteispende:Bundesverband Deutscher Vermögensberater e.V.-CDU-2009","Bundesverband Deutscher Vermögensberater e.V.",Kategorie:Parteispende,"52100,00 €",CDU,2009,"Frankfurt am Main",,,
"Parteispende:AHB GmbH-CDU-2009","AHB GmbH",Kategorie:Parteispende,"18042,20 €",CDU,2009,"Monheim am Rhein",,,
"Parteispende:Commerzbank AG-CSU-2008","Commerzbank AG",Kategorie:Parteispende,"50000,00 €",CSU,2008,"Frankfurt am Main",,,
"Parteispende:Bundesverband privater Anbieter sozialer Dienste e.V.-FDP-2009","Bundesverband privater Anbieter sozialer Dienste e.V.",Kategorie:Parteispende,"11000,00 €",FDP,2009,Berlin,,,
"Parteispende:Deutsche Bank AG-SPD-2005","Deutsche Bank AG",Kategorie:Parteispende,"30000,00 €",SPD,2005,"Frankfurt am Main",,,
"Parteispende:Deutsche Bank AG-GRÜNE-2006","Deutsche Bank AG",Kategorie:Parteispende,"25000,00 €","Bündnis 90/Die Grünen",2006,"Frankfurt am Main",,,
"Parteispende:Deutsche Bank AG-CSU-2009","Deutsche Bank AG",Kategorie:Parteispende,"25000,00 €",CSU,2009,"Frankfurt am Main",,,
"Parteispende:Deutsche Vermögensberatung AG DVAG-CDU-2001","Deutsche Vermögensberatung AG DVAG",Kategorie:Parteispende,"15338,70 €",CDU,2001,"Frankfurt am Main",,,
"Parteispende:Bundesverband Deutscher Vermögensberater e.V.-CDU-2004","Bundesverband Deutscher Vermögensberater e.V.",Kategorie:Parteispende,"20000,00 €",CDU,2004,"Frankfurt am Main",,,
"Parteispende:DaimlerChrysler AG-FDP-2005","DaimlerChrysler AG",Kategorie:Parteispende,"90000,00 €",FDP,2005,Stuttgart,,,
"Parteispende:Deutsche Bank AG-CSU-2001","Deutsche Bank AG",Kategorie:Parteispende,"25564,50 €",CSU,2001,"Frankfurt am Main",,,
"Parteispende:Deutsche Bank AG-FDP-2000","Deutsche Bank AG",Kategorie:Parteispende,"51129,00 €",FDP,2000,"Frankfurt am Main",,,
"Parteispende:Der Vermögensberater Verlags- und Servicegesellschaft mbH-CDU-2009","Der Vermögensberater Verlags- und Servicegesellschaft mbH",Kategorie:Parteispende,"30000,00 €",CDU,2009,"Frankfurt am Main",,,
"Parteispende:BMW Bayerische Motoren Werke AG-FDP-2009","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"55886,40 €",FDP,2009,München,,,
"Parteispende:Bionorica AG-CSU-2003","Bionorica AG",Kategorie:Parteispende,"10033,84 €",CSU,2003,"Neumarkt in der Oberpfalz",,,
"Parteispende:Commerzbank AG-GRÜNE-2002","Commerzbank AG",Kategorie:Parteispende,"25000,00 €","Bündnis 90/Die Grünen",2002,"Frankfurt am Main",,,
"Parteispende:BMW Bayerische Motoren Werke AG-SPD-2000","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"46975,76 €",SPD,2000,München,,,
"Parteispende:Daimler AG-FDP-2008",Daimler,Kategorie:Parteispende,"45000,00 €",FDP,2008,Stuttgart,,,
"Parteispende:Deutsche Bank AG-CDU-2003","Deutsche Bank AG",Kategorie:Parteispende,"251230,00 €",CDU,2003,"Frankfurt am Main",,,
"Parteispende:Deutsche Bank AG-CDU-2002","Deutsche Bank AG",Kategorie:Parteispende,"261265,00 €",CDU,2002,"Frankfurt am Main",,,
"Parteispende:Bertelsmann AG-CDU-2009","Bertelsmann SE",Kategorie:Parteispende,"65000,00 €",CDU,2009,Gütersloh,,,
"Parteispende:Commerzbank AG-FDP-2001","Commerzbank AG",Kategorie:Parteispende,"25564,50 €",FDP,2001,"Frankfurt am Main",,,
"Parteispende:Bayerischer Industrieverband Steine & Erden e.V.-CSU-2003","Bayerischer Industrieverband Steine & Erden e.V.",Kategorie:Parteispende,"15600,00 €",CSU,2003,München,,,
"Parteispende:DEMOS Wohnbaugesellschaft mbH-CSU-2008","DEMOS Wohnbaugesellschaft mbH",Kategorie:Parteispende,"16000,00 €",CSU,2008,München,,,
"Parteispende:DaimlerChrysler AG-CSU-2007","DaimlerChrysler AG",Kategorie:Parteispende,"40000,00 €",CSU,2007,Stuttgart,,,
"Parteispende:Deutsche Bank AG-CSU-2002","Deutsche Bank AG",Kategorie:Parteispende,"50000,00 €",CSU,2002,"Frankfurt am Main",,,
"Parteispende:Daimler AG -CDU-2017",Daimler,Kategorie:Parteispende,"100000,00 €",CDU,2017,Stuttgart,,,
"Parteispende:Bertelsmann AG-CDU-2005","Bertelsmann SE",Kategorie:Parteispende,"60000,00 €",CDU,2005,Gütersloh,,,
"Parteispende:CMT Kulturfabrik GmbH & Co KG-FDP-2004","CMT Kulturfabrik GmbH & Co KG",Kategorie:Parteispende,"16240,00 €",FDP,2004,"Sankt Wendel",,,
"Parteispende:Daimler Benz AG-SPD-2002","Daimler Benz AG",Kategorie:Parteispende,"211142,60 €",SPD,2002,Stuttgart,,,
"Parteispende:DaimlerChrysler AG-CDU-2001","DaimlerChrysler AG",Kategorie:Parteispende,"415111,39 €",CDU,2001,Stuttgart,,,
"Parteispende:DDB Beamtenbund und Tarifunion-SPD-2004","DDB Beamtenbund und Tarifunion",Kategorie:Parteispende,"20000,00 €",SPD,2004,Berlin,,,
"Parteispende:CITTI Handelsgesellschaft mbH & Co. KG-CDU-2008","CITTI Handelsgesellschaft mbH & Co. KG",Kategorie:Parteispende,"19300,00 €",CDU,2008,Kiel,,,
"Parteispende:Daimler AG-SPD-2007",Daimler,Kategorie:Parteispende,"150000,00 €",SPD,2007,Stuttgart,,,
"Parteispende:Curtis 1000 Europe AG-FDP-2002","Curtis 1000 Europe AG",Kategorie:Parteispende,"15201,80 €",FDP,2002,Neuwied,,,
"Parteispende:DaimlerChrysler AG-FDP-2004","DaimlerChrysler AG",Kategorie:Parteispende,"45150,00 €",FDP,2004,Stuttgart,,,
"Parteispende:Adolf Würth GmbH & Co. KG-CDU-2005","Adolf Würth GmbH & Co. KG",Kategorie:Parteispende,"40000,00 €",CDU,2005,Künzelsau,,,
"Parteispende:Daimler AG-CDU-2009",Daimler,Kategorie:Parteispende,"150000,00 €",CDU,2009,Stuttgart,,,
"Parteispende:Bernhard Garbe KG Bauträger-Gesellschaft-CDU-2002","Bernhard Garbe KG Bauträger-Gesellschaft",Kategorie:Parteispende,"13169,38 €",CDU,2002,Hamburg,,,
"Parteispende:DaimlerChrysler AG-CDU-2005","DaimlerChrysler AG",Kategorie:Parteispende,"300000,00 €",CDU,2005,Stuttgart,,,
"Parteispende:DEHN SÖHNE GmbH & Co. KG-CSU-2008","DEHN SÖHNE GmbH & Co. KG",Kategorie:Parteispende,"20000,00 €",CSU,2008,"Neumarkt in der Oberpfalz",,,
"Parteispende:Daimler Benz AG-CSU-2002","Daimler Benz AG",Kategorie:Parteispende,"63036,00 €",CSU,2002,Stuttgart,,,
"Parteispende:Deininger Unternehmensberatung GmbH-CDU-2007","Deininger Unternehmensberatung GmbH",Kategorie:Parteispende,"15000,00 €",CDU,2007,"Frankfurt am Main",,,
"Parteispende:Allianz AG/SE-CDU-2003","Allianz AG/SE",Kategorie:Parteispende,"60000,00 €",CDU,2003,München,,,
"Parteispende:Concept-Real Holding GmbH-SPD-2008","Concept-Real Holding GmbH",Kategorie:Parteispende,"15000,00 €",SPD,2008,München,,,
"Parteispende:DaimlerChrysler AG-CSU-2005","DaimlerChrysler AG",Kategorie:Parteispende,"80000,00 €",CSU,2005,Stuttgart,,,
"Parteispende:B. TV GmbH & Co. KG-SPD-2001","B. TV GmbH & Co. KG",Kategorie:Parteispende,"281209,50 €",SPD,2001,Ludwigsburg,,,
"Parteispende:Allfinanz Deutsche Vermögensberatung AG-FDP-2009","Allfinanz Deutsche Vermögensberatung AG",Kategorie:Parteispende,"100000,00 €",FDP,2009,"Frankfurt am Main",,,
"Parteispende:Bundesverband Automatenunternehmer e.V.-FDP-2009","Bundesverband Automatenunternehmer e.V.",Kategorie:Parteispende,"14500,00 €",FDP,2009,Berlin,,,
"Parteispende:Carat Wiesbaden GmbH & Co. KG Media-Service-CDU-2002","Carat Wiesbaden GmbH & Co. KG Media-Service",Kategorie:Parteispende,"50415,85 €",CDU,2002,Wiesbaden,,,
"Parteispende:Allianz AG/SE-SPD-2004","Allianz AG/SE",Kategorie:Parteispende,"60001,00 €",SPD,2004,München,,,
"Parteispende:Commerzbank AG-SPD-2008","Commerzbank AG",Kategorie:Parteispende,"100000,00 €",SPD,2008,"Frankfurt am Main",,,
"Parteispende:DaimlerChrysler AG-SPD-2001","DaimlerChrysler AG",Kategorie:Parteispende,"259999,04 €",SPD,2001,Stuttgart,,,
"Parteispende:Daimler AG-SPD-2016",Daimler,Kategorie:Parteispende,"100000,00 €",SPD,2016,Stuttgart,,,
"Parteispende:CONERGY AG-GRÜNE-2005","CONERGY AG",Kategorie:Parteispende,"49000,00 €","Bündnis 90/Die Grünen",2005,Hamburg,,,
"Parteispende:BMW Bayerische Motoren Werke AG-SPD-2009","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"140034,00 €",SPD,2009,München,,,
"Parteispende:Daimler AG-FDP-2007",Daimler,Kategorie:Parteispende,"45000,00 €",FDP,2007,Stuttgart,,,
"Parteispende:Bertelsmann AG-GRÜNE-2000","Bertelsmann SE",Kategorie:Parteispende,"12782,25 €","Bündnis 90/Die Grünen",2000,Gütersloh,,,
"Parteispende:DaimlerChrysler AG-SPD-2004","DaimlerChrysler AG",Kategorie:Parteispende,"150000,00 €",SPD,2004,Stuttgart,,,
"Parteispende:Commerzbank AG-FDP-2002","Commerzbank AG",Kategorie:Parteispende,"50000,00 €",FDP,2002,"Frankfurt am Main",,,
"Parteispende:BMW Bayerische Motoren Werke AG-CDU-2004","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"83684,24 €",CDU,2004,München,,,
"Parteispende:BTA Betriebs- und Anlagengesellschaft mbH-CDU-2009","BTA Betriebs- und Anlagengesellschaft mbH",Kategorie:Parteispende,"63000,00 €",CDU,2009,Berlin,,,
"Parteispende:Bundesverband der Deutschen Zementindustrie e.V.-CDU-2009","Bundesverband der Deutschen Zementindustrie e.V.",Kategorie:Parteispende,"16000,00 €",CDU,2009,"Berlin Kreuzberg",,,
"Parteispende:Commerzbank AG-GRÜNE-2006","Commerzbank AG",Kategorie:Parteispende,"25000,00 €","Bündnis 90/Die Grünen",2006,"Frankfurt am Main",,,
"Parteispende:Brose Fahrzeugteile GmbH & Co. KG-CSU-2007","Brose Fahrzeugteile GmbH & Co. KG",Kategorie:Parteispende,"15000,00 €",CSU,2007,Coburg,,,
"Parteispende:Barfuss GmbH & Co. KG-SPD-2000","Barfuss GmbH & Co. KG",Kategorie:Parteispende,"10674,64 €",SPD,2000,Oer-Erkenschwick,,,
"Parteispende:Daimler AG -SPD-2017",Daimler,Kategorie:Parteispende,"100000,00 €",SPD,2017,Stuttgart,,,
"Parteispende:Commerzbank AG-GRÜNE-2008","Commerzbank AG",Kategorie:Parteispende,"25000,00 €","Bündnis 90/Die Grünen",2008,"Frankfurt am Main",,,
"Parteispende:Bertelsmann AG-FDP-2005","Bertelsmann SE",Kategorie:Parteispende,"27500,00 €",FDP,2005,Gütersloh,,,
"Parteispende:Clou Container Leasing GmbH-SPD-2009","Clou Container Leasing GmbH",Kategorie:Parteispende,"14500,00 €",SPD,2009,Hamburg,,,
"Parteispende:Commerzbank AG-SPD-2002","Commerzbank AG",Kategorie:Parteispende,"75000,00 €",SPD,2002,"Frankfurt am Main",,,
"Parteispende:BMW Bayerische Motoren Werke AG-CDU-2009","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"133236,00 €",CDU,2009,München,,,
"Parteispende:CITTI Handelsgesellschaft mbH & Co. KG-CDU-2004","CITTI Handelsgesellschaft mbH & Co. KG",Kategorie:Parteispende,"22531,43 €",CDU,2004,Kiel,,,
"Parteispende:Aesculap AG-CDU-2008","Aesculap AG",Kategorie:Parteispende,"16000,00 €",CDU,2008,Tuttlingen,,,
"Parteispende:Daimler AG-CDU-2008",Daimler,Kategorie:Parteispende,"150000,00 €",CDU,2008,Stuttgart,,,
"Parteispende:Celesio AG-SPD-2008","Celesio AG",Kategorie:Parteispende,"25000,00 €",SPD,2008,Stuttgart,,,
"Parteispende:BMW Bayerische Motoren Werke AG-CDU-2005","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"81639,03 €",CDU,2005,München,,,
"Parteispende:Bertelsmann AG-FDP-2009","Bertelsmann SE",Kategorie:Parteispende,"32500,00 €",FDP,2009,Gütersloh,,,
"Parteispende:Allgemeine Hypothekenbank-SPD-2001","Allgemeine Hypothekenbank",Kategorie:Parteispende,"20451,61 €",SPD,2001,"Frankfurt am Main",,,
"Parteispende:Bertelsmann AG-FDP-2004","Bertelsmann SE",Kategorie:Parteispende,"12500,00 €",FDP,2004,Gütersloh,,,
"Parteispende:Commerzbank AG-FDP-2008","Commerzbank AG",Kategorie:Parteispende,"75000,00 €",FDP,2008,"Frankfurt am Main",,,
"Parteispende:Arbeitgeberverband Olpe e.V.-FDP-2005","Arbeitgeberverband Olpe e.V.",Kategorie:Parteispende,"12500,00 €",FDP,2005,Olpe,,,
"Parteispende:Commerzbank AG-CDU-2006","Commerzbank AG",Kategorie:Parteispende,"100000,00 €",CDU,2006,"Frankfurt am Main",,,
"Parteispende:BMW Bayerische Motoren Werke AG-SPD-2003","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"42395,82 €",SPD,2003,München,,,
"Parteispende:Commerzbank AG-SPD-2006","Commerzbank AG",Kategorie:Parteispende,"75000,00 €",SPD,2006,"Frankfurt am Main",,,
"Parteispende:Brose Fahrzeugteile GmbH & Co. KG-CSU-2003","Brose Fahrzeugteile GmbH & Co. KG",Kategorie:Parteispende,"15000,00 €",CSU,2003,Coburg,,,
"Parteispende:Commerzbank AG-CDU-2008","Commerzbank AG",Kategorie:Parteispende,"200500,00 €",CDU,2008,"Frankfurt am Main",,,
"Parteispende:BTA Betriebs- und Anlagengesellschaft mbH-FDP-2005","BTA Betriebs- und Anlagengesellschaft mbH",Kategorie:Parteispende,"17000,00 €",FDP,2005,Berlin,,,
"Parteispende:Commerzbank AG-CSU-2006","Commerzbank AG",Kategorie:Parteispende,"50000,00 €",CSU,2006,"Frankfurt am Main",,,
"Parteispende:Celesio AG-CDU-2009","Celesio AG",Kategorie:Parteispende,"30000,00 €",CDU,2009,Stuttgart,,,
"Parteispende:BTA Betriebs- und Anlagengesellschaft mbH-CDU-2005","BTA Betriebs- und Anlagengesellschaft mbH",Kategorie:Parteispende,"50000,00 €",CDU,2005,Berlin,,,
"Parteispende:Clou Container Leasing GmbH-CDU-2005","Clou Container Leasing GmbH",Kategorie:Parteispende,"20000,00 €",CDU,2005,Hamburg,,,
"Parteispende:Allianz AG/SE-FDP-2001","Allianz AG/SE",Kategorie:Parteispende,"76693,50 €",FDP,2001,München,,,
"Parteispende:BTA Betriebs- und Anlagengesellschaft mbH-GRÜNE-2005","BTA Betriebs- und Anlagengesellschaft mbH",Kategorie:Parteispende,"13000,00 €","Bündnis 90/Die Grünen",2005,Berlin,,,
"Parteispende:Bionorica AG-CSU-2008","Bionorica AG",Kategorie:Parteispende,"13800,00 €",CSU,2008,"Neumarkt in der Oberpfalz",,,
"Parteispende:BTA Betriebs- und Anlagengesellschaft mbH-FDP-2009","BTA Betriebs- und Anlagengesellschaft mbH",Kategorie:Parteispende,"18000,00 €",FDP,2009,Berlin,,,
"Parteispende:Alfa Bollokasi GmbH-CSU-2006","Alfa Bollokasi GmbH",Kategorie:Parteispende,"15000,00 €",CSU,2006,Thierhaupten,,,
"Parteispende:Altana AG-CDU-2002","Altana AG",Kategorie:Parteispende,"220000,00 €",CDU,2002,"Bad Homburg vor der Höhe",,,
"Parteispende:Allianz AG/SE-CSU-2005","Allianz AG/SE",Kategorie:Parteispende,"60001,00 €",CSU,2005,München,,,
"Parteispende:Allianz AG/SE-GRÜNE-2001","Allianz AG/SE",Kategorie:Parteispende,"51129,00 €","Bündnis 90/Die Grünen",2001,München,,,
"Parteispende:Clair Immobilien Deutschland GmbH-CSU-2008","Clair Immobilien Deutschland GmbH",Kategorie:Parteispende,"420000,00 €",CSU,2008,München,,,
"Parteispende:Clou Container Leasing GmbH-CDU-2009","Clou Container Leasing GmbH",Kategorie:Parteispende,"220000,00 €",CDU,2009,Hamburg,,,
"Parteispende:Bundesverband des Deutschen Versandhandels e.V. (bvh)-CDU-2009","Bundesverband des Deutschen Versandhandels e.V. (bvh)",Kategorie:Parteispende,"11000,00 €",CDU,2009,"Frankfurt am Main",,,
"Parteispende:Bundesverband Deutscher Vermögensberater e.V.-CDU-2005","Bundesverband Deutscher Vermögensberater e.V.",Kategorie:Parteispende,"20000,00 €",CDU,2005,"Frankfurt am Main",,,
"Parteispende:Allianz AG/SE-CDU-2006","Allianz AG/SE",Kategorie:Parteispende,"60001,00 €",CDU,2006,München,,,
"Parteispende:Christoph Kroschke AG-CDU-2008","Christoph Kroschke AG",Kategorie:Parteispende,"15000,00 €",CDU,2008,Ahrensburg,,,
"Parteispende:Allianz AG/SE-CDU-2000","Allianz AG/SE",Kategorie:Parteispende,"51129,00 €",CDU,2000,München,,,
"Parteispende:BMW Bayerische Motoren Werke AG-FDP-2005","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"53599,44 €",FDP,2005,München,,,
"Parteispende:Cephei AG-CSU-2009","Cephei AG",Kategorie:Parteispende,"11500,00 €",CSU,2009,Haarbach,,,
"Parteispende:Bayernland e.G.-CSU-2001","Bayernland e.G.",Kategorie:Parteispende,"11248,38 €",CSU,2001,Nürnberg,,,
"Parteispende:Bertelsmann AG-CDU-2004","Bertelsmann SE",Kategorie:Parteispende,"20000,00 €",CDU,2004,Gütersloh,,,
"Parteispende:BMW Bayerische Motoren Werke AG-GRÜNE-2008","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"42263,07 €","Bündnis 90/Die Grünen",2008,München,,,
"Parteispende:BMW Bayerische Motoren Werke AG-CSU-2004","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"88994,04 €",CSU,2004,München,,,
"Parteispende:Alexander Moksel KG-CSU-2004","Alexander Moksel KG",Kategorie:Parteispende,"30000,00 €",CSU,2004,Buchloe,,,
"Parteispende:Allianz AG/SE-GRÜNE-2009","Allianz AG/SE",Kategorie:Parteispende,"60001,00 €","Bündnis 90/Die Grünen",2009,Berlin,,,
"Parteispende:Arbeitgeberverband der Metall- und Elektroindustrie Lüdenscheid e.V.-CDU-2006","Arbeitgeberverband der Metall- und Elektroindustrie Lüdenscheid e.V.",Kategorie:Parteispende,"25000,00 €",CDU,2006,Lüdenscheid,,,
"Parteispende:BMW Bayerische Motoren Werke AG-CSU-2007","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"160987,06 €",CSU,2007,München,,,
"Parteispende:BMW Bayerische Motoren Werke AG-CSU-2006","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"98320,81 €",CSU,2006,München,,,
"Parteispende:Beton & Rohrbau C.-F. Thymian GmbH & Co. KG-SPD-2006","Beton & Rohrbau C.-F. Thymian GmbH & Co. KG",Kategorie:Parteispende,"45000,00 €",SPD,2006,Berlin,,,
"Parteispende:Bionorica AG-CSU-2005","Bionorica AG",Kategorie:Parteispende,"10300,00 €",CSU,2005,"Neumarkt in der Oberpfalz",,,
"Parteispende:Bayerischer Bauindustrieverband e.V.-CSU-2007","Bayerischer Bauindustrieverband e.V.",Kategorie:Parteispende,"30150,00 €",CSU,2007,München,,,
"Parteispende:Arbeitgeberverband der Metall- und Elektroindustrie Lüdenscheid e.V.-CDU-2005","Arbeitgeberverband der Metall- und Elektroindustrie Lüdenscheid e.V.",Kategorie:Parteispende,"40000,00 €",CDU,2005,Lüdenscheid,,,
"Parteispende:Bayerischer Bauindustrieverband e.V.-CSU-2003","Bayerischer Bauindustrieverband e.V.",Kategorie:Parteispende,"45500,00 €",CSU,2003,München,,,
"Parteispende:ASB-Grünland Helmut Aurenz GmbH-CDU-2007","ASB-Grünland Helmut Aurenz GmbH",Kategorie:Parteispende,"12500,00 €",CDU,2007,Ludwigsburg,,,
"Parteispende:Block-Trainings GmbH-SPD-2002","Block-Trainings GmbH",Kategorie:Parteispende,"23780,00 €",SPD,2002,Ottobrunn,,,
"Parteispende:BMW Bayerische Motoren Werke AG-SPD-2002","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"65938,23 €",SPD,2002,München,,,
"Parteispende:BayWa AG-CSU-2009","BayWa AG",Kategorie:Parteispende,"20015,00 €",CSU,2009,München,,,
"Parteispende:Altana AG-FDP-2003","Altana AG",Kategorie:Parteispende,"25000,00 €",FDP,2003,"Bad Homburg vor der Höhe",,,
"Parteispende:Allianz AG/SE-FDP-2002","Allianz AG/SE",Kategorie:Parteispende,"75000,00 €",FDP,2002,München,,,
"Parteispende:Bayerische Hypotheken und Vereinsbank AG-CSU-2002","Bayerische Hypotheken und Vereinsbank AG",Kategorie:Parteispende,"32750,00 €",CSU,2002,München,,,
"Parteispende:BMW Bayerische Motoren Werke AG-CDU-2008","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"110209,37 €",CDU,2008,München,,,
"Parteispende:Bionorica AG-CSU-2002","Bionorica AG",Kategorie:Parteispende,"13033,84 €",CSU,2002,"Neumarkt in der Oberpfalz",,,
"Parteispende:BayWa AG-CSU-2002","BayWa AG",Kategorie:Parteispende,"25000,00 €",CSU,2002,München,,,
"Parteispende:Altira AG-CDU-2008","Altira AG",Kategorie:Parteispende,"15000,00 €",CDU,2008,"Frankfurt am Main",,,
"Parteispende:Bauer AG-CSU-2008","Bauer AG",Kategorie:Parteispende,"15000,00 €",CSU,2008,Schrobenhausen,,,
"Parteispende:BMW Bayerische Motoren Werke AG-CDU-2007","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"71564,91 €",CDU,2007,München,,,
"Parteispende:BayWa AG-CSU-2003","BayWa AG",Kategorie:Parteispende,"26270,00 €",CSU,2003,München,,,
"Parteispende:Aluminium Rheinfelden GmbH-CDU-2007","Aluminium Rheinfelden GmbH",Kategorie:Parteispende,"20000,00 €",CDU,2007,Rheinfelden,,,
"Parteispende:Bankhaus Sal. Oppenheim jr. & Cie. KGaA-FDP-2004","Bankhaus Sal. Oppenheim jr. & Cie. KGaA",Kategorie:Parteispende,"50000,00 €",FDP,2004,Köln,,,
"Parteispende:BMW Bayerische Motoren Werke AG-GRÜNE-2009","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"45856,10 €","Bündnis 90/Die Grünen",2009,München,,,
"Parteispende:Berenberg Bank Joh. Berenberg, Gossler & Co. KG-CDU-2005","Berenberg Bank Joh. Berenberg, Gossler & Co. KG",Kategorie:Parteispende,"62000,00 €",CDU,2005,Hamburg,,,
"Parteispende:Brose Fahrzeugteile GmbH & Co. KG-FDP-2007","Brose Fahrzeugteile GmbH & Co. KG",Kategorie:Parteispende,"15000,00 €",FDP,2007,Coburg,,,
"Parteispende:August Storck KG-CDU-2007","August Storck KG",Kategorie:Parteispende,"50000,00 €",CDU,2007,Berlin,,,
"Parteispende:BMW Bayerische Motoren Werke AG-FDP-2002","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"59875,42 €",FDP,2002,München,,,
"Parteispende:Allianz AG/SE-CSU-2002","Allianz AG/SE",Kategorie:Parteispende,"75000,00 €",CSU,2002,München,,,
